company_norm,cluster_id,interviews_count
"Отп Банк В Какую То Команду Из Daily Banking, Которая Занимается Микрофронтами",45,1
Петрович-Тех,30,3
Петрович-Тех,17,2
Петрович-Тех,50,2
Петрович-Тех,1,2
Петрович-Тех,72,1
Петрович-Тех,38,1
Петрович-Тех,3,1
Петрович-Тех,126,1
Петрович-Тех,18,1
Платежное Решение,27,2
Платежное Решение,15,2
Платежное Решение,30,1
Платежное Решение,129,1
Платежное Решение,75,1
Платежное Решение,101,1
Платежное Решение,168,1
Платежное Решение,139,1
Платежное Решение,68,1
Платформа,12,2
Платформа,30,1
Платформа,180,1
Платформа,22,1
Платформа,84,1
Платформа,13,1
Платформа,47,1
Поле.рф,17,5
Поле.рф,0,3
Поле.рф,172,3
Поле.рф,89,2
Поле.рф,91,2
Поле.рф,22,2
Поле.рф,38,2
Поле.рф,1,2
Поле.рф,76,2
Продамус,116,1
Продамус,73,1
Продамус,11,1
Продамус,45,1
Продамус,68,1
Продамус,52,1
Продамус,63,1
Продамус,0,1
Продамус,129,1
Промсвязьбанк,15,2
Промсвязьбанк,10,2
Промсвязьбанк,98,2
Промсвязьбанк,9,2
Промсвязьбанк,58,1
Промсвязьбанк,100,1
Промсвязьбанк,12,1
Промсвязьбанк,1,1
Промсвязьбанк,25,1
Промышленные инновации,4,2
Промышленные инновации,123,1
Промышленные инновации,11,1
Промышленные инновации,48,1
Промышленные инновации,6,1
Р-Софт,2,3
Р-Софт,130,1
Р-Софт,58,1
Р-Софт,9,1
Р-Софт,72,1
Р-Софт,41,1
Райффайзен,2,5
Райффайзен,0,3
Райффайзен,1,2
Райффайзен,114,2
Райффайзен,57,1
Райффайзен,55,1
Райффайзен,34,1
Райффайзен,75,1
Райффайзен,45,1
Рамблер,151,3
Рамблер,43,2
Рамблер,37,1
Рамблер,23,1
Рамблер,128,1
Рамблер,104,1
Рамблер,73,1
Рамблер,9,1
Рамблер,18,1
Расчетные Решения,99,1
Расчетные Решения,13,1
Расчетные Решения,112,1
Расчетные Решения,133,1
Рв-Системс,36,1
Рв-Системс,152,1
Рв-Системс,126,1
Рв-Системс,7,1
Рв-Системс,55,1
Рв-Системс,98,1
Рв-Системс,52,1
Рвд Инфосистемы,30,2
Рвд Инфосистемы,36,2
Рвд Инфосистемы,80,1
Рвд Инфосистемы,11,1
Рвд Инфосистемы,0,1
Рвд Инфосистемы,31,1
Рвд Инфосистемы,39,1
Рвд Инфосистемы,20,1
Рвд Инфосистемы,9,1
Редсофт,13,4
Редсофт,152,2
Редсофт,86,1
Редсофт,3,1
Редсофт,76,1
Редсофт,23,1
Редсофт,97,1
Редсофт,114,1
Редсофт,85,1
Ренессанс Страхование,80,1
Ренессанс Страхование,5,1
Ренессанс Страхование,124,1
Ренессанс Страхование,152,1
Ренессанс Страхование,17,1
Ренессанс Страхование,10,1
Ренессанс Страхование,40,1
Рокет-Тех,8,2
Рокет-Тех,3,2
Рокет-Тех,11,1
Рокет-Тех,41,1
Рокет-Тех,139,1
Рокет-Тех,179,1
Рокет-Тех,56,1
Рокет-Тех,131,1
Рокет-Тех,37,1
Росбанк,122,2
Росбанк,46,1
Росбанк,165,1
Росбанк,18,1
Росбанк,89,1
Росбанк,28,1
Росбанк,20,1
Росбанк,77,1
Росбанк,72,1
Росгосстрах,53,1
Росгосстрах,45,1
Росгосстрах,161,1
Росгосстрах,164,1
Росгосстрах,30,1
Росгосстрах,2,1
Росгосстрах,100,1
Росгосстрах,118,1
Российский Университет Дружбы Народов,1,2
Российский Университет Дружбы Народов,95,2
Российский Университет Дружбы Народов,138,1
Российский Университет Дружбы Народов,141,1
Российский Университет Дружбы Народов,78,1
Российский Университет Дружбы Народов,7,1
Российский Университет Дружбы Народов,86,1
Российский Университет Дружбы Народов,149,1
Российский Университет Дружбы Народов,101,1
Ростелеком Ит,2,2
Ростелеком Ит,115,1
Ростелеком Ит,23,1
Ростелеком Ит,49,1
Ростелеком Ит,79,1
Ростелеком Ит,147,1
Ростелеком Ит,135,1
Ростелеком Ит,20,1
Ростелеком Ит,16,1
Ростелком Ит,70,1
Ростелком Ит,23,1
Ростелком Ит,165,1
Ростелком Ит,41,1
Ротек,90,1
Ротек,48,1
Ротек,3,1
Ротек,6,1
Ротек,143,1
Ротек,137,1
Ротек,81,1
Ротек,125,1
Ротек,57,1
РСХБ-Интех,43,6
РСХБ-Интех,36,4
РСХБ-Интех,72,4
РСХБ-Интех,2,4
РСХБ-Интех,42,3
РСХБ-Интех,11,3
РСХБ-Интех,35,3
РСХБ-Интех,39,3
РСХБ-Интех,146,2
Рсхб - Отд.Корп.Аналитики,84,1
Рсхб - Отд.Корп.Аналитики,13,1
Рсхб - Отд.Корп.Аналитики,92,1
Рсхб - Отд.Корп.Аналитики,10,1
Ртлабс,38,3
Ртлабс,67,3
Ртлабс,36,2
Ртлабс,56,2
Ртлабс,15,1
Ртлабс,19,1
Ртлабс,70,1
Ртлабс,23,1
Ртлабс,3,1
Рунити,89,1
Рунити,3,1
Рунити,137,1
Рунити,31,1
Рунити,157,1
Рунити,91,1
Рунити,32,1
Рунити,61,1
Рунити,117,1
Сапкод,59,1
Сател,23,2
Сател,19,1
Сател,2,1
Сател,151,1
Сател,9,1
Сател,130,1
Сбер,1,15
Сбер,8,13
Сбер,0,13
Сбер,6,12
Сбер,28,11
Сбер,5,11
Сбер,61,9
Сбер,48,9
Сбер,2,9
Северсталь,6,5
Северсталь,48,4
Северсталь,23,4
Северсталь,148,4
Северсталь,44,2
Северсталь,85,2
Северсталь,108,2
Северсталь,9,2
Северсталь,0,2
СЗ РЦАИ,92,3
СЗ РЦАИ,58,2
СЗ РЦАИ,99,1
СЗ РЦАИ,13,1
СЗ РЦАИ,4,1
СЗ РЦАИ,36,1
СЗ РЦАИ,46,1
Сибентек,20,1
Сибентек,72,1
Сибентек,0,1
Сибинтек,64,4
Сибур,122,1
Сибур,44,1
Сигнал,21,2
Сигнал,94,1
Сигнал,104,1
Сигнал,95,1
Сигнал,6,1
Синхро,0,2
Синхро,101,1
Синхро,42,1
Синхро,126,1
Синхро,129,1
Синхро,36,1
Синхро,38,1
Снэп-Айти,13,1
Снэп-Айти,86,1
Снэп-Айти,120,1
Совкомбанк,1,3
Совкомбанк,101,3
Совкомбанк,91,2
Совкомбанк,113,2
Совкомбанк,121,2
Совкомбанк,25,2
Совкомбанк,26,2
Совкомбанк,78,2
Совкомбанк,16,2
Согаз,39,3
Согаз,181,3
Согаз,106,3
Согаз,30,3
Согаз,42,3
Согаз,27,3
Согаз,1,2
Согаз,46,2
Согаз,41,2
Сошиал Системс,127,1
Сошиал Системс,6,1
Сошиал Системс,14,1
Сошиал Системс,4,1
Спортс,162,3
Спортс,4,3
Спортс,19,2
Спортс,11,2
Спортс,6,2
Спортс,9,2
Спортс,21,2
Спортс,123,1
Спортс,24,1
Спринтерра,4,2
Спринтерра,80,2
Спринтерра,5,2
Спринтерра,79,2
Спринтерра,66,2
Спринтерра,73,1
Спринтерра,8,1
Спринтерра,17,1
Спринтерра,115,1
Спросиврача,14,5
Спросиврача,37,2
Спросиврача,23,2
Спросиврача,141,1
Спросиврача,126,1
Спросиврача,27,1
Спросиврача,0,1
Спросиврача,58,1
Спросиврача,124,1
Сравни,2,2
Сравни,3,2
Сравни,8,2
Сравни,11,1
Сравни,93,1
Сравни,57,1
Сравни,105,1
Сравни,22,1
Сравни,26,1
Стеллар,58,2
Стеллар,10,1
Стеллар,157,1
Стеллар,129,1
Стеллар,107,1
Стеллар,26,1
Стеллар,63,1
СтилСофт,0,2
СтилСофт,35,1
СтилСофт,27,1
СтилСофт,77,1
СтилСофт,107,1
СтилСофт,52,1
СтилСофт,96,1
СтилСофт,91,1
СтилСофт,88,1
Стрим Лабс,68,1
Стрим Лабс,156,1
Стрим Лабс,45,1
Сфера,4,2
Сфера,79,1
Сфера,8,1
Сфера,6,1
Т-Банк,119,10
Т-Банк,12,9
Т-Банк,120,6
Т-Банк,60,5
Т-Банк,82,5
Т-Банк,112,5
Т-Банк,29,5
Т-Банк,61,4
Т-Банк,18,4
Теле2,17,5
Теле2,136,2
Теле2,45,1
Теле2,70,1
Теле2,176,1
Теле2,147,1
Теле2,31,1
Теле2,36,1
Теле2,143,1
Тензор,25,2
Тензор,98,2
Тензор,9,1
Тензор,34,1
Тензор,56,1
Тензор,74,1
Тетрика Онлайн Школа,70,1
Тетрика Онлайн Школа,135,1
Тех Тпп Лаб,87,4
Тех Тпп Лаб,41,2
Тех Тпп Лаб,118,2
Тех Тпп Лаб,101,1
Тех Тпп Лаб,152,1
Тех Тпп Лаб,26,1
Тех Тпп Лаб,36,1
Тех Тпп Лаб,30,1
Тех Тпп Лаб,44,1
Тех Тпп Лаб,95,1
Технократия,133,1
Технократия,76,1
Технологии Доверия,74,2
Технологии Доверия,16,2
Технологии Доверия,126,2
Технологии Доверия,23,1
Технологии Доверия,87,1
Технологии Доверия,8,1
Технологии Доверия,156,1
Технологии Доверия,70,1
Технологии Доверия,152,1
Топ Системы,14,6
Точка Банк,0,8
Точка Банк,177,3
Точка Банк,96,3
Точка Банк,47,3
Точка Банк,93,3
Точка Банк,178,2
Точка Банк,25,2
Точка Банк,54,2
Точка Банк,133,2
Транснефть,86,2
Транснефть,96,1
Транснефть,5,1
Транснефть,83,1
Транснефть,33,1
Транснефть,60,1
Транснефть,7,1
Транснефть,149,1
Транснефть,1,1
Триафлай,56,1
Триафлай,129,1
Триафлай,74,1
Триафлай,24,1
Триафлай,28,1
Триафлай,7,1
Умный Сервис,17,1
Умный Сервис,101,1
Умный Сервис,31,1
Умный Сервис,143,1
Умный Сервис,4,1
Урбантех,44,2
Урбантех,46,1
Урбантех,28,1
Урбантех,26,1
Учи.ру,4,2
Учи.ру,31,2
Учи.ру,9,2
Учи.ру,19,1
Учи.ру,26,1
Учи.ру,150,1
Учи.ру,113,1
Учи.ру,135,1
Учи.ру,2,1
Учи.ру,18,1
ФАККТ,179,2
ФАККТ,26,2
ФАККТ,21,1
ФАККТ,38,1
ФАККТ,3,1
ФАККТ,55,1
ФАККТ,77,1
ФАККТ,131,1
ФАККТ,120,1
Фалт Системс,46,1
Фалт Системс,31,1
Фалт Системс,77,1
Фалт Системс,146,1
Фалт Системс,107,1
Фалт Системс,95,1
ФГАОУ ВО МИИТ,53,2
ФГАОУ ВО МИИТ,159,2
ФГАОУ ВО МИИТ,6,2
ФГАОУ ВО МИИТ,79,1
ФГАОУ ВО МИИТ,34,1
ФГАОУ ВО МИИТ,45,1
ФГАОУ ВО МИИТ,3,1
ФГАОУ ВО МИИТ,4,1
Финам,16,2
Финам,138,2
Финам,42,2
Финам,143,1
Финам,176,1
Финам,31,1
Финам,117,1
Финам,75,1
Финам,148,1
Финуслуги,1,4
Финуслуги,0,4
Финуслуги,54,3
Финуслуги,37,2
Финуслуги,78,2
Финуслуги,144,1
Финуслуги,4,1
Финуслуги,3,1
Финуслуги,105,1
Цб Рф,82,1
Цб Рф,142,1
Цб Рф,51,1
Цб Рф,7,1
Цб Рф,1,1
Цб Рф,2,1
Цб Рф,37,1
Цб Рф,52,1
Цб Рф,39,1
Цезио,20,1
Цезио,26,1
Цезио,44,1
Центр Авиа,14,4
Центр Авиа,30,2
Центр Авиа,9,1
Центр Авиа,87,1
Центральный Банк Рф,3,1
Центральный Банк Рф,145,1
Центральный Банк Рф,77,1
Центральный Банк Рф,128,1
Центральный Банк Рф,2,1
Центральный Банк Рф,20,1
Центральный Банк Рф,8,1
Центральный Банк Рф,116,1
Центральный Банк Рф,164,1
Цифровые Привычки,29,2
Цифровые Привычки,0,1
Цифровые Привычки,89,1
Цифровые Привычки,60,1
Цифровые Привычки,140,1
Цифровые Привычки,107,1
Цифровые Привычки,16,1
Цифровые Привычки,71,1
Цифровые Привычки,64,1
Чатап,117,4
Чатап,134,1
Чатап,8,1
Чатап,48,1
Чатап,2,1
Чатап,0,1
Чатап,15,1
Честный Знак,44,5
Честный Знак,97,1
Честный Знак,35,1
Честный Знак,32,1
ЭД-Айти,40,1
ЭД-Айти,118,1
ЭД-Айти,172,1
ЭД-Айти,4,1
ЭД-Айти,24,1
ЭД-Айти,11,1
ЭД-Айти,110,1
Элвис,21,1
Элвис,10,1
Эремейч Рус,103,3
Эремейч Рус,42,3
Эремейч Рус,37,2
Эремейч Рус,163,2
Эремейч Рус,90,1
Эремейч Рус,70,1
Эремейч Рус,80,1
Эремейч Рус,8,1
Эремейч Рус,102,1
Юспи Групп,1,5
Юспи Групп,22,2
Юспи Групп,32,2
Юспи Групп,90,1
Юспи Групп,114,1
Юспи Групп,17,1
Юспи Групп,23,1
Юспи Групп,78,1
Юспи Групп,38,1
Яндекс,5,26
Яндекс,4,19
Яндекс,13,18
Яндекс,40,17
Яндекс,88,15
Яндекс,94,13
Яндекс,84,13
Яндекс,11,13
Яндекс,66,12
